"Anonymisation","4. SexeVerifieParLeDiplome","14. AnneeDiplomeVerifieParLeDiplome","15. ActiviteActuelle","27. EmploiLieuRegionEtranger","28. EmploiLieuPaysTerritoire","30. Option_EmploiMoisOccupation","32. EmploiContrat","35. EmploiCadre","36. EmploiTempsPleinPartiel","39. EmploiEntreprise","45. EmploiEntrepriseTaille","48. EmploiEntrepriseSecteurActivite","51. EmploiEntrepriseService","53. EmploiEntreprisePoste","54. EmploiResponsabilitesHierarchiques","55. EmploiResponsabiliteBudget","56. EmploiResponsabiliteEquipe","57. EmploiResponsabiliteProjet","61. Option_EmploiInternational","62. Option_EmploiInternationalPrecision","63. EmploiSalaireBrutAnnuelHorsPrimes","64. EmploiPrimesBrutOuiNon","65. EmploiPrimesBrutOuiMontant","66. EmploiAvantagesNatureOuiNon","67. EmploiAvantagesNatureOuiMontant","69. EmploiCommentTrouve","73. Option_EmploiMoyensRechercheEmploi","76. EmploiCritereChoix","78. EmploiAdequationNiveauQualification","79. EmploiAdequationSecteurDisciplinaire","80. EmploiSatisfaction","81. EmploiSatisfactionConditions","82. EmploiSatisfactionCollegues","83. EmploiSatisfactionRemuneration","84. EmploiSatisfactionAutonomie","85. EmploiSatisfactionLocalisation","86. EmploiChercheAutreEmploi","88. VolontariatType","89. VolontariatTypeAutre","113. TheseType","125. TheseSalaireBrutAnnuelHorsPrimes","126. ThesePrimesBrutOuiNon","127. ThesePrimesBrutOuiMontant","128. TheseAvantagesNatureOuiNon","129. TheseAvantagesNatureOuiMontant","130. TheseSalaireBrutAnnuelAvecPrimes","131. 1erEmploiDecritPrecedemment","134. 1erEmploiLapsPourTrouverApresDiplomeMois","135. Option_EcoleSatisfactionFormation","136. Option_EcoleAccompagnementProjetPro","151. Option_ScolariteCesure","152. Option_ScolariteMoisStage","153. Option_ScolariteMoisStageObligatoire","166. Tableaux_Compteur","167. Tableaux_Sexe","168. Tableaux_Promo","170. Effectifs_Promo","171. Effectifs_PromoSexe","175. Tableaux_BooleenFemmes","177. LieuTravail_FranceEtranger","178. Tableaux_BooleenCDI","190. Tableaux_Booleen1erEmploiMoinsDeuxMois","243. PROGRESSION","249. AnneeEnquete","264. Option_ScolariteFiliereFormation","265. Option_ScolariteSpecialisation","Domaine d'activite a un an","Domaine d'activite a 2 ans"
"18089","Femme",2018,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)","4","CDI","Oui","À temps plein","Asymptote PM","De 50 à 249 salarié(e)s","Société de conseil ou d'ingénierie - Bureaux d'études indépendants","Administration, gestion, finance, comptabilité","Ingénieur Gestion de projets","Non","Non","Non","Oui","Non",NA,35304,"Oui","2942","Non",NA,"Réseau des anciens élèves","Service Emploi de votre Ecole;Réseau des anciens élèves;Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi","L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Satisfait(e)","Ni satisfait ni insatisfait","Insatisfait","Ni satisfait ni insatisfait","Ni satisfait ni insatisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","5","Très insatisfait(e)","Peu utile","Non","36","3","1","Femme","2018","124","68","100","France","100","0","Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"18021","Homme",2018,"En activité professionnelle","Étranger","Japon",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein",NA,"De 250 à 4 999 salarié(e)s","Commerce","Marketing",NA,NA,NA,NA,NA,"Oui","Vous partez régulièrement exercer des missions à l'étranger;Vous êtes dans l'import-export",NA,NA,NA,NA,NA,"Sites Internet d'entreprises","Service Emploi de votre Ecole;Réseau des anciens élèves;Sites Internet d'entreprises;Candidature spontanée","Les perspectives d'évolution au sein de l'entreprise",NA,NA,NA,"Très satisfait","Très satisfait","Très satisfait","Très satisfait","Très satisfait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Très satisfait(e)","Très utile","Non",NA,NA,"1","Homme","2018","124","56","0","Étranger",NA,"100","Terminé",2019,NA,NA,"En activité professionnelle",NA
"19300","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21468","Non",NA,"Non",NA,"21468",NA,NA,"Très satisfait(e)","Très utile","Non","12","12","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"CBS","Chimie-Santé",NA,"En thèse"
"19300","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21420","Non",NA,"Non",NA,"21420",NA,NA,"Satisfait(e)","Très utile","Non","12","12","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"CBS","Chimie-Santé",NA,NA
"19301","Femme",2019,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Framatome","5 000 salarié(e)s ou plus","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Autre service ou département","Projet Manager Officer","Oui","Oui","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",NA,"Oui",NA,"Non",NA,"Apprentissage (embauche dans l'entreprise d'accueil du contrat)","Apprentissage (embauche dans l'entreprise d'accueil du contrat)","L'adéquation avec un projet professionnel;La politique de responsabilité sociétale de l'entreprise (RSE);Le lieu géographique;Le contenu de la mission / du poste proposé","Oui","Oui",NA,"Très satisfait","Très satisfait","Satisfait","Satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui",NA,"Satisfait(e)","Assez utile","Non","36",NA,"1","Femme","2019","143","100","100","France","100","0","Terminé",2021,"CBS","Chimie-Santé",NA,"En activité professionnelle"
"19301","Femme",2019,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)","12","CDI","Oui","À temps plein","FRAMATOME","5 000 salarié(e)s ou plus","Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Project manager","Non","Oui","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",40000,"Oui",NA,"Oui",NA,"Apprentissage (embauche dans l'entreprise d'accueil du contrat)","Apprentissage (embauche dans l'entreprise d'accueil du contrat)","L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé","Oui","Non","Satisfait(e)","Très satisfait","Très satisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","6","Satisfait(e)","Utile","Non","18",NA,"1","Femme","2019","143","100","100","France","100","0","Terminé",2022,"CBS","Chimie-Santé",NA,NA
"19302","Femme",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","Femme","2019",NA,NA,NA,NA,NA,NA,"En cours",2021,NA,NA,NA,NA
"19020","Femme",2019,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDD","Oui","À temps plein","Akebono","De 50 à 249 salarié(e)s","Industrie automobile, aéronautique, navale, ferroviaire","Recherche-développement, études scientifiques et techniques (autre qu'informatique)",NA,"Non","Oui","Non","Oui","Non",NA,32500,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","Le contenu de la mission / du poste proposé;Le montant du salaire proposé","Oui","Oui","Satisfait(e)","Satisfait","Satisfait","Satisfait","Très satisfait","Très insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","4","Très satisfait(e)","Assez utile","Oui","20","8","1","Femme","2019","133","93","100","France","0","0","Terminé",2020,"MAT","Chimie-Matériaux-Environnement","En activité professionnelle",NA
"19096","Femme",2019,"En recherche d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Assez utile","Non","12","12","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"Erasmus (étranger)",NA,"En recherche d'emploi",NA
"19303","Homme",2019,"En activité professionnelle","Hauts-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Enerjia",NA,"Société de conseil ou d'ingénierie, Bureaux d'études indépendants","Études - Conseil et expertise","Ingénieur d'études","Non","Non","Non","Oui","Non",NA,28000,"Oui","100","Oui",NA,"Démarché(e) par un ""chasseur de têtes""","Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée;Démarché(e) par un ""chasseur de têtes""","L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;L'absence d'alternative","Non","Oui","Ni satisfait(e) ni insatisfait(e)","Satisfait","Insatisfait","Ni satisfait ni insatisfait","Ni satisfait ni insatisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","10","Satisfait(e)","Assez utile","Non","12","12","1","Homme","2019","143","43","0","France","100","0","Terminé",2021,"DGE","Chimie-Matériaux-Environnement",NA,"En activité professionnelle"
"19047","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","21180","Non",NA,"Non",NA,"21180",NA,NA,"Satisfait(e)","Très utile","Non","12","12","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"COF","Chimie-Santé","En thèse",NA
"19304","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","37200","Non",NA,"Non",NA,"37200",NA,NA,"Très satisfait(e)","Assez utile","Non","11","11","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2021,"CBD2","Chimie-Matériaux-Environnement",NA,"En thèse"
"19304","Homme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","3100","Non",NA,"Non",NA,"3100",NA,NA,"Très satisfait(e)","Inutile","Non","11","11","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2022,"CBD2","Chimie-Matériaux-Environnement",NA,NA
"19053","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","2525","Oui","2525","Oui","800","5850",NA,"0","Satisfait(e)","Très utile","Non","11","11","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"COF","Chimie-Santé","En thèse",NA
"19053","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","30000","Oui",NA,"Oui",NA,"30000",NA,NA,"Satisfait(e)","Très utile","Non","10","10","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"COF","Chimie-Santé",NA,"En thèse"
"19053","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","35000","Oui","2500","Non",NA,"37500",NA,"0","Satisfait(e)","Utile","Non","9",NA,"1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"COF","Chimie-Santé",NA,NA
"19052","Femme",2019,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Assez utile","Oui","13","12","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"IPAN","Chimie-Santé","En poursuite d'études (hors thèse)",NA
"19052","Femme",2019,"En activité professionnelle","Provence-Alpes-Côte dAzur","France (y compris DOM-COM)",NA,"CDD","Oui","À temps plein","SATT Sud-Est","De 50 à 249 salarié(e)s","Industrie chimique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Ingénieure d'études","Non","Non","Non","Oui","Non",NA,24000,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Candidature spontanée;Démarché(e) par un ""chasseur de têtes""","L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé","Oui","Oui","Ni satisfait(e) ni insatisfait(e)","Insatisfait","Satisfait","Insatisfait","Ni satisfait ni insatisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","1","Satisfait(e)","Assez utile","Oui","25","13","1","Femme","2019","143","100","100","France","0","100","Terminé",2021,"IPAN","Chimie-Santé",NA,"En activité professionnelle"
"19052","Femme",2019,"En activité professionnelle","Provence-Alpes-Côte dAzur","France (y compris DOM-COM)","16","CDD","Oui","À temps plein","SATT Sud-Est","De 50 à 249 salarié(e)s","Autre","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Ingénieure d'études","Non","Oui","Non","Oui","Non",NA,30000,"Oui","475","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;La notoriété de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Satisfait(e)","Ni satisfait ni insatisfait","Très satisfait","Insatisfait","Ni satisfait ni insatisfait","Ni satisfait ni insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","1",NA,"Utile","Oui","25","13","1","Femme","2019","143","100","100","France","0","100","Terminé",2022,"IPAN","Chimie-Santé",NA,NA
"19018","Femme",2019,"En activité professionnelle","Étranger","Luxembourg",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","International lacquers","De 250 à 4 999 salarié(e)s","Industrie chimique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Ingénieur R&D","Non","Non","Non","Oui","Non",NA,35000,"Non",NA,"Non",NA,"Autre","Réseau des anciens élèves;Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Candidature spontanée","L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Ni satisfait(e) ni insatisfait(e)","Ni satisfait ni insatisfait","Satisfait","Ni satisfait ni insatisfait","Satisfait","Insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","1","Satisfait(e)","Assez utile","Non","13","13","1","Femme","2019","133","93","100","Étranger",NA,"100","Terminé",2020,"IPAN","Chimie-Santé","En activité professionnelle",NA
"19018","Femme",2019,"En activité professionnelle","Étranger","Luxembourg",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","International lacquers","De 250 à 4 999 salarié(e)s","Industrie chimique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Ingénieur R&D","Non","Non","Non","Oui","Non",NA,39000,"Non",NA,"Non",NA,"Autre","Réseau des anciens élèves;Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Insatisfait(e)","Ni satisfait ni insatisfait","Très satisfait","Insatisfait","Satisfait","Insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","1","Satisfait(e)","Assez utile","Non","12","12","1","Femme","2019","143","100","100","Étranger",NA,"100","Terminé",2021,"IPAN","Chimie-Santé",NA,"En activité professionnelle"
"19018","Femme",2019,"En activité professionnelle","Étranger","Luxembourg","30","Autre",NA,"À temps plein",NA,"De 250 à 4 999 salarié(e)s","Industrie chimique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)",NA,"Oui","Non","Oui","Oui","Oui","Vous êtes en poste à l'étranger;Vous traitez des projets avec un pays étranger",36000,"Non",NA,"Non",NA,"Autre","Stage de fin d'études (Année césure, année professionnalisante,...);Réseau des anciens élèves;Site Internet spécialisé dans l'emploi;Candidature spontanée","Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Oui","Oui","Insatisfait(e)","Insatisfait","Satisfait","Insatisfait","Satisfait","Insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","3","Satisfait(e)","Utile","Non","12","12","1","Femme","2019","143","100","100","Étranger",NA,"0","Terminé",2022,"IPAN","Chimie-Santé",NA,NA
"19061","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","21223","Non",NA,"Non",NA,"21223",NA,NA,"Satisfait(e)","Assez utile","Oui","21","11","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"CBS","Chimie-Santé","En thèse",NA
"19061","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21222","Non",NA,"Non",NA,"21222",NA,NA,"Satisfait(e)","Assez utile","Oui","21","11","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"CBS","Chimie-Santé",NA,"En thèse"
"19061","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21222","Non",NA,"Non",NA,"21222",NA,NA,"Satisfait(e)","Utile","Oui","24",NA,"1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"CBS","Chimie-Santé",NA,NA
"19012","Femme",2019,"En activité professionnelle","Étranger","Pays-Bas",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","mades cosmetics","De 10 à 19 salarié(e)s","Industrie chimique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Ingénieure en formulation cosmétiques","Non","Non","Non","Non","Non",NA,30000,"Oui","2200","Non",NA,"Stage de fin d'études (Année césure, année professionnalisante,...)","Stage de fin d'études (Année césure, année professionnalisante,...)","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé","Oui","Oui","Ni satisfait(e) ni insatisfait(e)","Insatisfait","Ni satisfait ni insatisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Assez utile","Non","12","12","1","Femme","2019","133","93","100","Étranger",NA,"100","Terminé",2020,"IPAN","Chimie-Santé","En activité professionnelle",NA
"19012","Femme",2019,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDD","Oui","À temps plein","Septodont","De 50 à 249 salarié(e)s","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Chargé de projet R&D galénique","Non","Non","Non","Oui","Non",NA,38400,"Oui",NA,"Oui",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Candidature spontanée","L'adéquation avec un projet professionnel;La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui",NA,NA,NA,NA,NA,NA,"Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Satisfait(e)","Assez utile","Non","12","12","1","Femme","2019","143","100","100","France","0","100","Terminé",2021,"IPAN","Chimie-Santé",NA,"En activité professionnelle"
"19012","Femme",2019,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)","12","CDI","Oui","À temps plein",NA,"De 250 à 4 999 salarié(e)s","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)",NA,"Non","Non","Non","Non","Non",NA,40800,"Oui",NA,"Oui",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Candidature spontanée","Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Oui","Oui","Satisfait(e)","Très satisfait","Très satisfait","Satisfait","Satisfait","Insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Satisfait(e)","Utile","Non","10","10","1","Femme","2019","143","100","100","France","100","100","Terminé",2022,"IPAN","Chimie-Santé",NA,NA
"19081","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse Cifre","21960","Non",NA,"Non",NA,"21960",NA,"2","Très satisfait(e)","Assez utile","Oui","10",NA,"1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"CBS","Chimie-Santé","En thèse",NA
"19081","Femme",2019,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDD","Oui","À temps plein","Institu Curie","De 250 à 4 999 salarié(e)s","Recherche-développement scientifique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)",NA,"Non","Non","Non","Oui","Non",NA,21600,"Non",NA,"Oui","550","Stage de fin d'études (Année césure, année professionnalisante,...)","Réseau des anciens élèves;Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Candidature spontanée","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Très satisfait(e)","Très satisfait","Très satisfait","Très insatisfait","Très satisfait","Insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Très satisfait(e)","Très utile","Oui","19","13","1","Femme","2019","143","100","100","France","0","100","Terminé",2021,"CBS","Chimie-Santé",NA,"En activité professionnelle"
"19081","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21600","Non",NA,"Non",NA,"21600",NA,NA,"Très satisfait(e)","Inutile","Oui","20","14","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"CBS","Chimie-Santé",NA,NA
"19021","Femme",2019,"En activité professionnelle","Provence-Alpes-Côte dAzur","France (y compris DOM-COM)",NA,"CDD","Oui","À temps plein","Ortec Générale de Dépollution","De 250 à 4 999 salarié(e)s","Environnement","Production - Exploitation","Chargée de travaux","Non","Oui","Non","Oui","Non",NA,27000,"Oui","3000","Oui","1224","Stage de fin d'études (Année césure, année professionnalisante,...)","Stage de fin d'études (Année césure, année professionnalisante,...)","L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé","Oui","Oui","Très satisfait(e)","Très satisfait","Très satisfait","Ni satisfait ni insatisfait","Satisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Peu utile","Oui","12","13","1","Femme","2019","133","93","100","France","0","100","Terminé",2020,"DGE","Chimie-Matériaux-Environnement","En activité professionnelle",NA
